[0.0, -0.3428833772776086, -0.008059568501714208, 0.2834579676252747, -0.0063224482541232, -0.34448182956148227, 0.0, 0.0, 0.0]
[0.0, -0.33963683450226073, -0.007594738100154686, 0.287367398372366, -0.007630755501678354, -0.3404898370309829, 0.0, 0.0, 0.0]
[0.0, -0.3373687605570506, -0.006924626318068224, 0.28552845977190056, -0.00941294494848972, -0.33866365594573467, 0.0, 0.0, 0.0]
[0.0, -0.33720738598334576, -0.007154166214563321, 0.28346372349193844, -0.009712539886418032, -0.3375894943561683, 0.0, 0.0, 0.0]
[0.0, -0.33721757772814065, -0.00739872479450007, 0.2837000559473156, -0.009388289989960684, -0.33682267937249083, 0.0, 0.0, 0.0]
[0.0, -0.33614920769375217, -0.0072917835648229285, 0.28448998184201824, -0.00961746192061945, -0.33586667469073994, 0.0, 0.0, 0.0]
[0.0, -0.3369462905937751, -0.007564514762684144, 0.28404023316275473, -0.009328386620866227, -0.3357070327002496, 0.0, 0.0, 0.0]
[0.0, -0.33753332954803117, -0.008163442646191487, 0.2838712976375031, -0.00921166499703811, -0.33584919149148024, 0.0, 0.0, 0.0]
[0.0, -0.337244402628407, -0.007952571420432847, 0.28404787411130517, -0.009096932963406822, -0.33618865039388635, 0.0, 0.0, 0.0]
[0.0, -0.3369836948664199, -0.008165699251934402, 0.2836439433297711, -0.008870047129886125, -0.3363275998037624, 0.0, 0.0, 0.0]
[0.0, -0.33719887000915255, -0.008385112150083304, 0.28369332432272254, -0.00873960866939927, -0.3367111912995422, 0.0, 0.0, 0.0]
[0.0, -0.3368882497646243, -0.008431321274332161, 0.2831167333743648, -0.008491804093033715, -0.3360639342882141, 0.0, 0.0, 0.0]
[0.0, -0.3362928505659772, -0.008205761865791491, 0.28295175134639905, -0.008463209600221235, -0.33600101778718405, 0.0, 0.0, 0.0]
[0.0, -0.336294908708947, -0.008553995859899082, 0.2828720121836398, -0.008583564031514961, -0.33597271710461146, 0.0, 0.0, 0.0]
